08/02/1993,Time,14:16,Type,Tupolev Tu-154M,Owner/operator,Iran Airtour,Registration,EP-ITD,MSN,91A903,Year of manufacture,1991,Engine model,Soloviev D-30KU-154-II,Fatalities,Fatalities: 131 / Occupants: 131,Other fatalities,2,Aircraft damage,Destroyed, written off,Category,Accident,Location,15 km from Tehran-Mehrabad Airport (THR) -  ,"	   Iran",Phase,En route,Nature,Passenger - Non-Scheduled/charter/Air Taxi,Departure airport,Tehran-Mehrabad Airport (THR/OIII),Destination airport,Mashhad Airport (MHD/OIMM),Confidence Rating,Information verified through data from accident investigation authorities,,,,,,,,,,
15/04/2002,Time,11:21,Type,Boeing 767-2J6ER,Owner/operator,Air China,Registration,B-2552,MSN,23308/127,Year of manufacture,1985,Total airframe hrs,39541 hours,Cycles,14308 flights,Engine model,P&W JT9D-7R4E4,Fatalities,Fatalities: 129 / Occupants: 166,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,4,6 km N of Pusan-Kimhae Airport (PUS) -  ,"	   South Korea",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Beijing-Capital International Airport (PEK/ZBAA),Destination airport,Busan-Gimhae (Pusan) International Airport (PUS/RKPK),Investigating agency,KAIB,Confidence Rating,Accident investigation report completed and information captured,,,
04/05/2002,Time,13:35,Type,BAC One-Eleven 525FT,Owner/operator,EAS Airlines,Registration,5N-ESF,MSN,266,Year of manufacture,1980,Total airframe hrs,24644 hours,Cycles,16844 flights,Engine model,Rolls-Royce Spey 512-14DW,Fatalities,Fatalities: 73 / Occupants: 77,Other fatalities,30,Aircraft damage,Destroyed, written off,Category,Accident,Location,3 km SW of Kano-Aminu Kano International Airport (KAN) -  ,"	   Nigeria",Phase,Initial climb,Nature,Passenger - Scheduled,Departure airport,Kano-Aminu Kano International Airport (KAN/DNKN),Destination airport,Lagos-Murtala Muhammed International Airport (LOS/DNMM),Investigating agency,AIPB,Confidence Rating,Accident investigation report completed and information captured,,,,
07/05/2002,Time,21:32,Type,McDonnell Douglas DC-9-82 (MD-82),Owner/operator,China Northern Airlines,Registration,B-2138,MSN,49522/1702,Year of manufacture,1990,Total airframe hrs,26000 hours,Cycles,16000 flights,Engine model,Pratt & Whitney JT8D-217A,Fatalities,Fatalities: 112 / Occupants: 112,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Unlawful Interference,Location,20 km E off Dalian -  ,"	   China",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Beijing-Capital International Airport (PEK/ZBAA),Destination airport,Dalian Airport (DLC/ZYTL),Confidence Rating,Information is only available from news, social media or unofficial sources,,,,,
25/05/2002,Time,15:30,Type,Boeing 747-209B,Owner/operator,China Airlines,Registration,B-18255,MSN,21843/386,Year of manufacture,1979,Total airframe hrs,64394 hours,Cycles,21180 flights,Engine model,P&W JT9D-7AW,Fatalities,Fatalities: 225 / Occupants: 225,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,45 km NE off Penghu islands, Taiwan [Taiwan Strait] -  ,"	   Pacific Ocean",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Taipei-Taiwan Taoyuan International Airport (TPE/RCTP),Destination airport,Hong Kong-Chek Lap Kok International Airport (HKG/VHHH),Investigating agency,ASC,Confidence Rating,Accident investigation report completed and information captured,,,
01/07/2002,Time,23:35,Type,Boeing 757-23APF,Owner/operator,DHL Aviation,Registration,A9C-DHL,MSN,24635/258,Year of manufacture,1990,Total airframe hrs,39022 hours,Engine model,Rolls-Royce RB211-535E4-37,Fatalities,Fatalities: 2 / Occupants: 2,Other fatalities,69,Aircraft damage,Destroyed, written off,Category,Accident,Location,Überlingen -  ,"	   Germany",Phase,En route,Nature,Cargo,Departure airport,Bergamo-Orio Al Serio Airport (BGY/LIME),Destination airport,Brussel-Zaventem Airport (BRU/EBBR),Investigating agency,BFU,Confidence Rating,Accident investigation report completed and information captured,,,,,,
01/07/2002,Time,23:35,Type,Tupolev Tu-154M,Owner/operator,Bashkirskie Avialinii,Registration,RA-85816,MSN,95A1006,Year of manufacture,1995,Total airframe hrs,10788 hours,Engine model,Soloviev D-30KU-154-II,Fatalities,Fatalities: 69 / Occupants: 69,Other fatalities,2,Aircraft damage,Destroyed, written off,Category,Accident,Location,Überlingen -  ,"	   Germany",Phase,En route,Nature,Passenger - Non-Scheduled/charter/Air Taxi,Departure airport,Moskva-Domodedovo Airport (DME/UUDD),Destination airport,Barcelona-El Prat Airport (BCN/LEBL),Investigating agency,BFU,Confidence Rating,Accident investigation report completed and information captured,,,,,,
08/01/2003,Time,18:43,Type,Avro RJ100,Owner/operator,THY Turkish Airlines,Registration,TC-THG,MSN,E3241,Year of manufacture,1994,Total airframe hrs,19289 hours,Cycles,16659 flights,Engine model,Lycoming LF507-1F,Fatalities,Fatalities: 75 / Occupants: 80,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,0,9 km S of Diyarbakir Airport (DIY) -  ,"	   Türkiye",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Istanbul-Atatürk International Airport (IST/LTBA),Destination airport,Diyarbakir Airport (DIY/LTCC),Confidence Rating,Accident investigation report completed and information captured,,,,,
19/02/2003,Time,18:24,Type,Ilyushin Il-76MD,Owner/operator,Iranian Revolutionary Guard Corps Air Force - IRGCAF,Registration,15-2280,MSN,73481442,Year of manufacture,1987,Fatalities,Fatalities: 275 / Occupants: 275,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,35 km SE from Kerman -  ,"	   Iran",Phase,En route,Nature,Military,Departure airport,Zahedan Airport (ZAH/OIZH),Destination airport,Kerman Airport (KER/OIKK),Confidence Rating,Information is only available from news, social media or unofficial sources,,,,,,,,,,,
06/03/2003,Time,15:15,Type,Boeing 737-2T4,Owner/operator,Air Algérie,Registration,7T-VEZ,MSN,22700/885,Year of manufacture,1982,Total airframe hrs,41472 hours,Cycles,27184 flights,Engine model,P&W JT8D-17A (HK3),Fatalities,Fatalities: 102 / Occupants: 103,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Tamanrasset Airport (TMR) -  ,"	   Algeria",Phase,Initial climb,Nature,Passenger - Scheduled,Departure airport,Tamanrasset-Aguemar Airport (TMR/DAAT),Destination airport,Ghardaïa-Noumérat Airport (GHA/DAUG),Investigating agency,CNE,Confidence Rating,Accident investigation report completed and information captured,,,,
26/05/2003,Time,4:12,Type,Yakovlev Yak-42D,Owner/operator,Ukrainian-Mediterranean Airlines,Registration,UR-42352,MSN,4.52042E+12,Year of manufacture,1988,Total airframe hrs,18739 hours,Cycles,9700 flights,Engine model,Lotarev D-36,Fatalities,Fatalities: 75 / Occupants: 75,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,3,5 km E of Maçka -  ,"	   Türkiye",Phase,Approach,Nature,Passenger - Non-Scheduled/charter/Air Taxi,Departure airport,Bishkek-Manas International Airport (FRU/UAFM),Destination airport,Trabzon Airport (TZX/LTCG),Confidence Rating,Accident investigation report completed and information captured,,,,,
08/07/2003,Time,4:17,Type,Boeing 737-2J8C,Owner/operator,Sudan Airways,Registration,ST-AFK,MSN,21169/429,Year of manufacture,1975,Engine model,P&W JT8D-7,Fatalities,Fatalities: 116 / Occupants: 117,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,5 km E of Port Sudan -  ,"	   Sudan",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Port Sudan Airport (PZU/HSSP),Destination airport,Khartoum-Civil Airport (KRT/HSSS),Confidence Rating,Information is only available from news, social media or unofficial sources,,,,,,,,,
25/12/2003,Time,14:59,Type,Boeing 727-223,Owner/operator,Union des Transports Africains de Guinée,Registration,3X-GDO,MSN,21370/1276,Year of manufacture,1977,Total airframe hrs,67186 hours,Cycles,40452 flights,Engine model,P&W JT8D-9A (HK3),Fatalities,Fatalities: 141 / Occupants: 163,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Cotonou Airport (COO) -  ,"	   Benin",Phase,Take off,Nature,Passenger - Scheduled,Departure airport,Cotonou Airport (COO/DBBB),Destination airport,Kufrah Airport (AKF/HLKF),Investigating agency,BEA,Confidence Rating,Accident investigation report completed and information captured,,,,
03/01/2004,Time,4:45,Type,Boeing 737-3Q8,Owner/operator,Flash Airlines,Registration,SU-ZCF,MSN,26283/2383,Year of manufacture,1992,Total airframe hrs,25603 hours,Cycles,17976 flights,Engine model,CFMI CFM56-3C1,Fatalities,Fatalities: 148 / Occupants: 148,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,15 km S off Sharm el Sheikh -  ,"	   Egypt",Phase,En route,Nature,Passenger - Non-Scheduled/charter/Air Taxi,Departure airport,Sharm el Sheikh International Airport (SSH/HESH),Destination airport,Cairo International Airport (CAI/HECA),Investigating agency,ECAA,Confidence Rating,Accident investigation report completed and information captured,,,,
21/11/2004,Time,8:20,Type,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Owner/operator,China Yunnan Airlines,Registration,B-3072,MSN,7697,Year of manufacture,2002,Engine model,General Electric CF34-3B1,Fatalities,Fatalities: 53 / Occupants: 53,Other fatalities,2,Aircraft damage,Destroyed, written off,Category,Accident,Location,near Baotou Airport (BAV) -  ,"	   China",Phase,Initial climb,Nature,Passenger - Scheduled,Departure airport,Baotou Airport (BAV/ZBOW),Destination airport,Shanghai-Hongqiao Airport (SHA/ZSSS),Confidence Rating,Information is only available from news, social media or unofficial sources,,,,,,,,,
03/02/2005,Time,15:15,Type,Boeing 737-242 Advanced,Owner/operator,Kam Air, lsf Phoenix Aviation,Registration,EX-037,MSN,22075/630,Year of manufacture,1980,Total airframe hrs,51363 hours,Cycles,42055 flights,Engine model,P&W JT8D-17A (HK3),Fatalities,Fatalities: 105 / Occupants: 105,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,32 km ESE of Kabul Airport (KBL) -  ,"	   Afghanistan",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Herat Airport (HEA/OAHR),Destination airport,Kabul International Airport (KBL/OAKB),Investigating agency,CAO Afghanistan,Confidence Rating,Accident investigation report completed and information captured,,,
16/07/2005,Time,10:00,Type,Antonov An-24B,Owner/operator,Equatorial Express Airlines,Registration,3C-VQR,MSN,79901104,Year of manufacture,1967,Engine model,Ivchenko AI-24,Fatalities,Fatalities: 60 / Occupants: 60,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,near Baney -  ,"	   Equatorial Guinea",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Malabo-Santa Isabel Airport (SSG/FGSL),Destination airport,Bata Airport (BSG/FGBT),Confidence Rating,,,,,,,,,,,
14/08/2005,Time,12:03,Type,Boeing 737-31S,Owner/operator,Helios Airways,Registration,5B-DBY,MSN,29099/2982,Year of manufacture,1997,Total airframe hrs,17900 hours,Cycles,16085 flights,Engine model,CFMI CFM56-3C1,Fatalities,Fatalities: 121 / Occupants: 121,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,2 km from Grammatikos -  ,"	   Greece",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Larnaca Airport (LCA/LCLK),Destination airport,Athens-Elefthérios Venizélos International Airport (ATH/LGAV),Investigating agency,AAIASB,Confidence Rating,Accident investigation report completed and information captured,,,,
16/08/2005,Time,3:00,Type,McDonnell Douglas DC-9-82 (MD-82),Owner/operator,West Caribbean Airways,Registration,HK-4374X,MSN,49484/1315,Year of manufacture,1986,Total airframe hrs,49494 hours,Cycles,24312 flights,Engine model,P&W JT8D-217A,Fatalities,Fatalities: 160 / Occupants: 160,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,near Machiques -  ,"	   Venezuela",Phase,En route,Nature,Passenger - Non-Scheduled/charter/Air Taxi,Departure airport,Panama City-Tocumen International Airport (PTY/MPTO),Destination airport,Fort-de-France-Aimé Césaire International Airport (FDF/TFFF),Investigating agency,JIAAC Venezuela,Confidence Rating,Accident investigation report completed and information captured,,,,
05/09/2005,Time,10:15,Type,Boeing 737-230,Owner/operator,Mandala Airlines,Registration,PK-RIM,MSN,22136/783,Year of manufacture,1981,Total airframe hrs,51599 hours,Cycles,51335 flights,Engine model,P&W JT8D-15,Fatalities,Fatalities: 100 / Occupants: 117,Other fatalities,49,Aircraft damage,Destroyed, written off,Category,Accident,Location,Medan-Polonia Airport (MES) -  ,"	   Indonesia",Phase,Initial climb,Nature,Passenger - Scheduled,Departure airport,Medan-Polonia Airport (MES/WIMM),Destination airport,Jakarta-Soekarno-Hatta International Airport (CGK/WIII),Investigating agency,NTSC,Confidence Rating,Accident investigation report completed and information captured,,,,
22/10/2005,Time,20:40,Type,Boeing 737-2L9,Owner/operator,Bellview Airlines,Registration,5N-BFN,MSN,22734/818,Year of manufacture,1981,Total airframe hrs,55772 hours,Cycles,36266 flights,Engine model,P&W JT8D-17 (HK3),Fatalities,Fatalities: 117 / Occupants: 117,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Lisa Village, Ogun State -  ,"	   Nigeria",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Lagos-Murtala Muhammed International Airport (LOS/DNMM),Destination airport,Abuja-Nnamdi Azikiwe International Airport (ABV/DNAA),Investigating agency,AIB Nigeria,Confidence Rating,Accident investigation report completed and information captured,,,
06/12/2005,Time,14:10,Type,Lockheed C-130E Hercules,Owner/operator,Islamic Republic of Iran Air Force - IRIAF,Registration,May-19,MSN,4399,Year of manufacture,1970,Engine model,Allison T56-A-7,Fatalities,Fatalities: 94 / Occupants: 94,Other fatalities,12,Aircraft damage,Destroyed, written off,Category,Accident,Location,Tehran -  ,"	   Iran",Phase,Approach,Nature,Military,Departure airport,Tehran-Mehrabad Airport (THR/OIII),Destination airport,Bandar Abbas Airport (BND/OIKB),,,,,,,,,,,,
10/12/2005,Time,14:08,Type,McDonnell Douglas DC-9-32,Owner/operator,Sosoliso Airlines,Registration,5N-BFD,MSN,47562/685,Year of manufacture,1972,Total airframe hrs,51051 hours,Cycles,60238 flights,Engine model,P&W JT8D-9A,Fatalities,Fatalities: 108 / Occupants: 110,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Port Harcourt Airport (PHC) -  ,"	   Nigeria",Phase,Landing,Nature,Passenger - Scheduled,Departure airport,Abuja-Nnamdi Azikiwe International Airport (ABV/DNAA),Destination airport,Port Harcourt Airport (PHC/DNPO),Confidence Rating,Accident investigation report completed and information captured,,,,,,
03/05/2006,Time,2:13,Type,Airbus A320-211,Owner/operator,Armavia,Registration,EK32009,MSN,547,Year of manufacture,1995,Total airframe hrs,28234 hours,Cycles,14376 flights,Engine model,CFMI CFM56-5A1,Fatalities,Fatalities: 113 / Occupants: 113,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,6 km SW off Adler/Sochi Airport (AER) -  ,"	   Russia",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Yerevan Airport (EVN/UDYZ),Destination airport,Adler/Sochi Airport (AER/URSS),Investigating agency,MAK,Confidence Rating,Accident investigation report completed and information captured,,,,
09/07/2006,Time,7:44,Type,Airbus A310-324,Owner/operator,S7 Airlines,Registration,F-OGYP,MSN,442,Year of manufacture,1987,Total airframe hrs,59865 hours,Cycles,12550 flights,Engine model,P&W PW4152,Fatalities,Fatalities: 125 / Occupants: 203,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Irkutsk Airport (IKT) -  ,"	   Russia",Phase,Landing,Nature,Passenger - Scheduled,Departure airport,Moskva-Domodedovo Airport (DME/UUDD),Destination airport,Irkutsk Airport (IKT/UIII),Investigating agency,MAK,Confidence Rating,Accident investigation report completed and information captured,,,,
22/08/2006,Time,15:39,Type,Tupolev Tu-154M,Owner/operator,Pulkovo Aviation Enterprise,Registration,RA-85185,MSN,91A894,Year of manufacture,1991,Total airframe hrs,24215 hours,Engine model,Soloviev D-30KU-154-II,Fatalities,Fatalities: 170 / Occupants: 170,Other fatalities,0,Aircraft damage,Destroyed,Category,Accident,Location,45 km NW of Donetsk -  ,"	   Ukraine",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Anapa Airport (AAQ/URKA),Destination airport,Saint Petersburg-Pulkovo Airport (LED/ULLI),Investigating agency,MAK,Confidence Rating,Accident investigation report completed and information captured,,,,,,,
29/09/2006,Time,16:57,Type,Embraer EMB-135BJ Legacy 600,Owner/operator,ExcelAire,Registration,N600XL,MSN,14500965,Year of manufacture,2006,Total airframe hrs,19 hours,Cycles,11 flights,Engine model,Allison AE3007A1P,Fatalities,Fatalities: 0 / Occupants: 7,Other fatalities,154,Aircraft damage,Minor, repaired,Category,Accident,Location,Novo Progresso-Cachimbo Air Base, PA (SBCC) -  ,"	   Brazil",Phase,En route,Nature,Ferry/positioning,Departure airport,São José dos Campos Airport, SP (SJK/SBSJ),Destination airport,Manaus-Eduardo Gomes International Airport, AM (MAO/SBEG),Investigating agency,CENIPA,Confidence Rating,Accident investigation report completed and information captured,
29/09/2006,Time,16:57,Type,Boeing 737-8EH,Owner/operator,Gol Linhas Aéreas,Registration,PR-GTD,MSN,34653/2039,Year of manufacture,2006,Total airframe hrs,202 hours,Cycles,162 flights,Engine model,CFMI CFM56-7B26,Fatalities,Fatalities: 154 / Occupants: 154,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,30 km from Peixoto Azevedo, MT -  ,"	   Brazil",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Manaus-Eduardo Gomes International Airport, AM (MAO/SBEG),Destination airport,Brasília-Presidente Juscelino Kubitschek International Airport, DF (BSB/SBBR),Investigating agency,CENIPA,Confidence Rating,Accident investigation report completed and information captured,
29/10/2006,Time,11:30,Type,Boeing 737-2B7,Owner/operator,ADC Airlines,Registration,5N-BFK,MSN,22891/988,Year of manufacture,1983,Total airframe hrs,56411 hours,Cycles,44465 flights,Engine model,P&W JT8D-17,Fatalities,Fatalities: 96 / Occupants: 105,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Abuja International Airport (ABV) -  ,"	   Nigeria",Phase,Initial climb,Nature,Passenger - Scheduled,Departure airport,Abuja-Nnamdi Azikiwe International Airport (ABV/DNAA),Destination airport,Sokoto Airport (SKO/DNSO),Investigating agency,AIB Nigeria,Confidence Rating,Accident investigation report completed and information captured,,,,
01/01/2007,Time,14:59,Type,Boeing 737-4Q8,Owner/operator,AdamAir,Registration,PK-KKW,MSN,24070/1665,Year of manufacture,1989,Total airframe hrs,45371 hours,Cycles,26725 flights,Engine model,CFMI CFM56-3C1,Fatalities,Fatalities: 102 / Occupants: 102,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,85 km W off Pambauang -  ,"	   Indonesia",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Surabaya-Juanda Airport (SUB/WARR),Destination airport,Manado-Sam Ratulangi Airport (MDC/WAMM),Investigating agency,NTSC,Confidence Rating,Accident investigation report completed and information captured,,,,
05/05/2007,Time,0:08,Type,Boeing 737-8AL,Owner/operator,Kenya Airways,Registration,5Y-KYA,MSN,35069/2079,Year of manufacture,2006,Total airframe hrs,2100 hours,Cycles,734 flights,Engine model,CFMI CFM56-7B26,Fatalities,Fatalities: 114 / Occupants: 114,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,5,5 km SE of Douala Airport (DLA) -  ,"	   Cameroon",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Douala Airport (DLA/FKKD),Destination airport,Nairobi-Jomo Kenyatta International Airport (NBO/HKJK),Investigating agency,CCAA,Confidence Rating,Accident investigation report completed and information captured,,,
17/07/2007,Time,18:54,Type,Airbus A320-233,Owner/operator,TAM Linhas Aéreas,Registration,PR-MBK,MSN,789,Year of manufacture,1998,Total airframe hrs,20000 hours,Cycles,9300 flights,Engine model,IAE V2527E-A5,Fatalities,Fatalities: 187 / Occupants: 187,Other fatalities,12,Aircraft damage,Destroyed, written off,Category,Accident,Location,São Paulo-Congonhas Airport, SP (CGH) -  ,"	   Brazil",Phase,Landing,Nature,Passenger - Scheduled,Departure airport,Porto Alegre-Salgado Filho International Airport, RS (POA/SBPA),Destination airport,São Paulo-Congonhas Airport, SP (CGH/SBSP),Investigating agency,CENIPA,Confidence Rating,Accident investigation report completed and information captured,
16/09/2007,Time,15:40,Type,McDonnell Douglas DC-9-82 (MD-82),Owner/operator,One-Two-Go Airlines, lsf Orient Thai Airlines,Registration,HS-OMG,MSN,49183/1129,Year of manufacture,1983,Total airframe hrs,65965 hours,Cycles,35498 flights,Engine model,P&W JT8D-217A,Fatalities,Fatalities: 90 / Occupants: 130,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Phuket International Airport (HKT) -  ,"	   Thailand",Phase,Landing,Nature,Passenger - Scheduled,Departure airport,Bangkok-Don Muang International Airport (DMK/VTBD),Destination airport,Phuket International Airport (HKT/VTSP),Investigating agency,AAIC Thailand,Confidence Rating,Accident investigation report completed and information captured,,,
30/11/2007,Time,1:36,Type,McDonnell Douglas DC-9-83 (MD-83),Owner/operator,Atlasjet Airlines, lsf World Focus Airlines,Registration,TC-AKM,MSN,53185/2090,Year of manufacture,1994,Total airframe hrs,32379 hours,Cycles,20926 flights,Engine model,P&W JT8D-219,Fatalities,Fatalities: 57 / Occupants: 57,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,12 km WNW of Isparta Airport (ISE) -  ,"	   Türkiye",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Istanbul-Atatürk Airport (ISL/LTBA),Destination airport,Isparta-Süleyman Demirel Airport (ISE/LTFC),Confidence Rating,Accident investigation report completed and information captured,,,,,
20/08/2008,Time,14:24,Type,McDonnell Douglas DC-9-82 (MD-82),Owner/operator,Spanair,Registration,EC-HFP,MSN,53148/2072,Year of manufacture,1993,Engine model,P&W JT8D-219,Fatalities,Fatalities: 154 / Occupants: 172,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Madrid-Barajas Airport (MAD) -  ,"	   Spain",Phase,Take off,Nature,Passenger - Scheduled,Departure airport,Madrid-Barajas Adolfo Suárez Airport (MAD/LEMD),Destination airport,Las Palmas-Airport de Gran Canaria (LPA/GCLP),Investigating agency,CIAIAC,Confidence Rating,Accident investigation report completed and information captured,,,,,,,,
24/08/2008,Time,20:45,Type,Boeing 737-219,Owner/operator,Itek Air, opf Iran Aseman Airlines,Registration,EX-009,MSN,22088/676,Year of manufacture,1980,Total airframe hrs,60014 hours,Cycles,56196 flights,Engine model,P&W JT8D-15,Fatalities,Fatalities: 65 / Occupants: 90,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,7,8 km WNW of Bishkek-Manas International Airport (FRU) -  ,"	   Kyrgyzstan",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Bishkek-Manas International Airport (FRU/UAFM),Destination airport,Tehran-Imam Khomeini International Airport (IKA/OIIE),Investigating agency,MAK,Confidence Rating,Accident investigation report completed and information captured,,
14/09/2008,Time,3:10,Type,Boeing 737-505,Owner/operator,Aeroflot-Nord,Registration,VP-BKO,MSN,25792/2353,Year of manufacture,1992,Total airframe hrs,44533 hours,Cycles,35104 flights,Engine model,CFMI CFM56-3C1,Fatalities,Fatalities: 88 / Occupants: 88,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,11,5 km NE of Perm Airport (PEE) -  ,"	   Russia",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Moskva-Sheremetyevo Airport (SVO/UUEE),Destination airport,Perm-Bolshoye Savino International Airport (PEE/USPP),Investigating agency,MAK,Confidence Rating,Accident investigation report completed and information captured,,,
12/02/2009,Time,22:17,Type,de Havilland Canada DHC-8-402Q Dash 8,Owner/operator,Colgan Air, opf Continental Connection,Registration,N200WQ,MSN,4200,Year of manufacture,2008,Total airframe hrs,1819 hours,Cycles,1809 flights,Engine model,Pratt & Whitney Canada PW150A,Fatalities,Fatalities: 49 / Occupants: 49,Other fatalities,1,Aircraft damage,Destroyed, written off,Category,Accident,Location,10 km NE of Buffalo Niagara International Airport, NY (BUF) -  ,"	   United States of America",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Newark-Liberty International Airport, NJ (EWR/KEWR),Destination airport,Buffalo Niagara International Airport, NY (BUF/KBUF),Investigating agency,NTSB,Confidence Rating,Accident investigation report completed and information captured
20/05/2009,Time,6:30,Type,Lockheed L-100-30 Hercules,Owner/operator,Tentara Nasional Indonesia-AU (Air Force),Registration,A-1325,MSN,4917,Year of manufacture,1982,Engine model,Allison T56-A-15,Fatalities,Fatalities: 97 / Occupants: 112,Other fatalities,2,Aircraft damage,Destroyed, written off,Category,Accident,Location,near Madiun-Iswahyudi Airport -  ,"	   Indonesia",Phase,Approach,Nature,Military,Departure airport,Jakarta-Halim Perdana Kusuma Airport (HLP/WIHH),Destination airport,Madiun-Iswahyudi Airport (WARI),Confidence Rating,Information is only available from news, social media or unofficial sources,,,,,,,,,
01/06/2009,Time,0:14,Type,Airbus A330-203,Owner/operator,Air France,Registration,F-GZCP,MSN,660,Year of manufacture,2005,Total airframe hrs,18870 hours,Cycles,2644 flights,Engine model,GE CF6-80E1A3,Fatalities,Fatalities: 228 / Occupants: 228,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,c 160km NNW off São Pedro and São Paulo Archipelago -  ,"	   Atlantic Ocean",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Rio de Janeiro/Galeão-Antonio Carlos Jobim International Airport, RJ (GIG/SBGL),Destination airport,Paris-Charles de Gaulle Airport (CDG/LFPG),Investigating agency,BEA,Confidence Rating,Accident investigation report completed and information captured,,,
30/06/2009,Time,1:54,Type,Airbus A310-324,Owner/operator,Yemenia Airways,Registration,7O-ADJ,MSN,535,Year of manufacture,1990,Total airframe hrs,53587 hours,Cycles,18129 flights,Engine model,P&W PW4152,Fatalities,Fatalities: 152 / Occupants: 153,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,6 km NW off Mitsamiouli -  ,"	   Comoros",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Sana'a International Airport (SAH/ODSN),Destination airport,Moroni-Prince Said Ibrahim In Airport (HAH/FMCH),Investigating agency,MoT Comoros,Confidence Rating,Accident investigation report completed and information captured,,,,
15/07/2009,Time,11:53,Type,Tupolev Tu-154M,Owner/operator,Caspian Airlines,Registration,EP-CPG,MSN,87A748,Year of manufacture,1987,Total airframe hrs,26593 hours,Cycles,16248 flights,Engine model,Soloviev D-30KU-154-II,Fatalities,Fatalities: 168 / Occupants: 168,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,12 km S of Qazvin -  ,"	   Iran",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Tehran-Imam Khomeini International Airport (IKA/OIIE),Destination airport,Yerevan Airport (EVN/UDYZ),Investigating agency,AAID Iran,Confidence Rating,Accident investigation report completed and information captured,,,,
25/01/2010,Time,2:41,Type,Boeing 737-8AS (WL),Owner/operator,Ethiopian Airlines,Registration,ET-ANB,MSN,29935/1061,Year of manufacture,2002,Total airframe hrs,26459 hours,Cycles,17823 flights,Engine model,CFMI CFM56-7B27,Fatalities,Fatalities: 90 / Occupants: 90,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,11 km SW off Beirut International Airport (BEY) -  ,"	   Lebanon",Phase,Initial climb,Nature,Passenger - Scheduled,Departure airport,Beirut International Airport (BEY/OLBA),Destination airport,Addis Ababa-Bole Airport (ADD/HAAB),Investigating agency,MoPW&T,Confidence Rating,Accident investigation report completed and information captured,,,,
